Source,Destination,Time,frame length,flow lengths,flow bits,Port number,Protocol,Source port number,port 1 status,port 2 status,port 3 status,routing_interface
68.151.104.83/24,102.67.88.14/24,48.310721,1044,1002,8352,443,TCP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
25.45.123.210/24,185.44.17.238/24,48.369545,932,890,7456,8803,UDP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
25.45.123.210/24,201.0.113.19/24,48.395776,819,777,6552,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
68.151.104.83/24,102.67.88.14/24,48.442174,296,254,2368,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
68.151.104.83/24,201.0.113.19/24,48.468337,525,483,4200,3478,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
185.44.17.238/24,25.45.123.210/24,48.514706,1021,979,8168,443,TCP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
68.151.104.83/24,102.67.88.14/24,48.551698,1410,1368,11280,55501,UDP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
68.151.104.83/24,201.0.113.19/24,48.60753,703,661,5624,80,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
37.201.76.99/24,185.44.17.238/24,48.644154,644,602,5152,143,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
102.67.88.14/24,37.201.76.99/24,48.679275,160,118,1280,29870,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
68.151.104.83/24,201.0.113.19/24,48.706868,845,803,6760,3480,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
37.201.76.99/24,201.0.113.19/24,48.750554,692,650,5536,80,TCP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
37.201.76.99/24,201.0.113.19/24,48.77913,920,878,7360,80,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
68.151.104.83/24,185.44.17.238/24,48.832423,542,500,4336,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
185.44.17.238/24,37.201.76.99/24,48.861254,653,611,5224,8809,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
201.0.113.19/24,37.201.76.99/24,48.926378,1077,1035,8616,8804,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
102.67.88.14/24,68.151.104.83/24,48.954704,704,662,5632,28050,UDP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
37.201.76.99/24,201.0.113.19/24,49.008758,916,874,7328,443,TCP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
102.67.88.14/24,37.201.76.99/24,49.03553,202,160,1616,80,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
25.45.123.210/24,185.44.17.238/24,49.09128,699,657,5592,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
201.0.113.19/24,68.151.104.83/24,49.11754,424,382,3392,443,TCP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
68.151.104.83/24,102.67.88.14/24,49.164498,766,724,6128,8801,UDP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
25.45.123.210/24,201.0.113.19/24,49.179044,702,660,5616,3479,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
68.151.104.83/24,185.44.17.238/24,49.237151,334,292,2672,8801,UDP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
25.45.123.210/24,201.0.113.19/24,49.261686,1069,1027,8552,20,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
185.44.17.238/24,68.151.104.83/24,49.310909,1062,1020,8496,20,TCP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
102.67.88.14/24,37.201.76.99/24,49.333915,282,240,2256,8802,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
102.67.88.14/24,25.45.123.210/24,49.373072,235,193,1880,80,TCP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
25.45.123.210/24,185.44.17.238/24,49.405599,663,621,5304,64001,UDP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
185.44.17.238/24,25.45.123.210/24,49.455059,582,540,4656,53,UDP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
201.0.113.19/24,25.45.123.210/24,49.478347,691,649,5528,443,TCP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
37.201.76.99/24,185.44.17.238/24,49.517038,459,417,3672,443,TCP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
201.0.113.19/24,25.45.123.210/24,49.551127,715,673,5720,25001,UDP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
68.151.104.83/24,102.67.88.14/24,49.612209,761,719,6088,443,TCP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
25.45.123.210/24,201.0.113.19/24,49.633511,883,841,7064,3481,UDP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
68.151.104.83/24,102.67.88.14/24,49.694611,554,512,4432,443,TCP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
201.0.113.19/24,25.45.123.210/24,49.706583,309,267,2472,443,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
201.0.113.19/24,37.201.76.99/24,49.74837,546,504,4368,8805,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
25.45.123.210/24,185.44.17.238/24,49.769349,997,955,7976,443,TCP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
37.201.76.99/24,102.67.88.14/24,49.830691,202,160,1616,443,TCP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
68.151.104.83/24,185.44.17.238/24,49.851515,642,600,5136,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
185.44.17.238/24,68.151.104.83/24,49.912729,1153,1111,9224,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
185.44.17.238/24,25.45.123.210/24,49.936137,673,631,5384,25009,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet1/0
25.45.123.210/24,102.67.88.14/24,49.994706,543,501,4344,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
102.67.88.14/24,37.201.76.99/24,50.008851,377,335,3016,3480,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
102.67.88.14/24,37.201.76.99/24,50.05618,723,681,5784,45001,UDP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
37.201.76.99/24,185.44.17.238/24,50.102599,183,141,1464,55481,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
102.67.88.14/24,25.45.123.210/24,50.15958,579,537,4632,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
68.151.104.83/24,201.0.113.19/24,50.184615,1006,964,8048,25008,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
68.151.104.83/24,102.67.88.14/24,50.242802,1049,1007,8392,8809,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
68.151.104.83/24,201.0.113.19/24,50.266504,786,744,6288,3480,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
185.44.17.238/24,37.201.76.99/24,50.336712,519,477,4152,27006,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
185.44.17.238/24,37.201.76.99/24,50.369685,283,241,2264,143,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
25.45.123.210/24,185.44.17.238/24,50.429574,529,487,4232,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
37.201.76.99/24,102.67.88.14/24,50.442137,1077,1035,8616,443,TCP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
25.45.123.210/24,185.44.17.238/24,50.481259,646,604,5168,3479,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
68.151.104.83/24,201.0.113.19/24,50.503749,962,920,7696,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
25.45.123.210/24,185.44.17.238/24,50.554723,601,559,4808,443,TCP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
25.45.123.210/24,185.44.17.238/24,50.566826,775,733,6200,3480,UDP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
68.151.104.83/24,201.0.113.19/24,50.638748,458,416,3664,3478,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
25.45.123.210/24,185.44.17.238/24,50.701393,637,595,5096,25050,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
68.151.104.83/24,201.0.113.19/24,50.733458,503,461,4024,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
102.67.88.14/24,68.151.104.83/24,50.753961,745,703,5960,27162,UDP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
201.0.113.19/24,37.201.76.99/24,50.807362,517,475,4136,8805,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
102.67.88.14/24,37.201.76.99/24,50.837975,937,895,7496,3480,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
185.44.17.238/24,25.45.123.210/24,50.860488,613,571,4904,25061,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
201.0.113.19/24,37.201.76.99/24,50.880891,330,288,2640,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
201.0.113.19/24,68.151.104.83/24,50.909943,346,304,2768,443,TCP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
68.151.104.83/24,102.67.88.14/24,50.953054,1186,1144,9488,27005,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
201.0.113.19/24,68.151.104.83/24,50.981265,671,629,5368,20,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
102.67.88.14/24,68.151.104.83/24,51.025601,571,529,4568,443,TCP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
185.44.17.238/24,25.45.123.210/24,51.053555,1360,1318,10880,80,TCP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
68.151.104.83/24,102.67.88.14/24,51.098116,603,561,4824,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
68.151.104.83/24,102.67.88.14/24,51.136083,751,709,6008,55501,UDP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
25.45.123.210/24,201.0.113.19/24,51.169956,883,841,7064,3481,UDP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
68.151.104.83/24,102.67.88.14/24,51.197799,296,254,2368,80,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
37.201.76.99/24,185.44.17.238/24,51.201068,251,209,2008,80,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
37.201.76.99/24,201.0.113.19/24,51.262416,1140,1098,9120,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
68.151.104.83/24,185.44.17.238/24,51.291822,450,408,3600,63410,UDP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
68.151.104.83/24,201.0.113.19/24,51.334182,284,242,2272,143,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
37.201.76.99/24,102.67.88.14/24,51.364082,1096,1054,8768,8803,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
185.44.17.238/24,68.151.104.83/24,51.426665,439,397,3512,143,TCP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
102.67.88.14/24,37.201.76.99/24,51.44583,625,583,5000,45001,UDP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
102.67.88.14/24,25.45.123.210/24,51.498029,1123,1081,8984,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
201.0.113.19/24,68.151.104.83/24,51.518005,710,668,5680,3480,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
25.45.123.210/24,201.0.113.19/24,51.559795,846,804,6768,8802,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
37.201.76.99/24,185.44.17.238/24,51.590878,546,504,4368,3481,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
185.44.17.238/24,25.45.123.210/24,51.654085,856,814,6848,25009,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet1/0
185.44.17.238/24,68.151.104.83/24,51.673061,450,408,3600,53,UDP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
102.67.88.14/24,37.201.76.99/24,51.716667,964,922,7712,8801,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
185.44.17.238/24,68.151.104.83/24,51.734515,738,696,5904,3480,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
102.67.88.14/24,37.201.76.99/24,51.767688,531,489,4248,8801,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
37.201.76.99/24,102.67.88.14/24,51.79846,1207,1165,9656,443,TCP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
25.45.123.210/24,185.44.17.238/24,51.861132,116,74,928,3479,UDP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
37.201.76.99/24,185.44.17.238/24,51.890526,488,446,3904,3478,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
201.0.113.19/24,25.45.123.210/24,51.924283,678,636,5424,3480,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
185.44.17.238/24,37.201.76.99/24,51.954473,1064,1022,8512,8802,UDP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
37.201.76.99/24,201.0.113.19/24,52.008006,732,690,5856,8801,UDP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
102.67.88.14/24,25.45.123.210/24,52.037797,1046,1004,8368,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet1/0
37.201.76.99/24,102.67.88.14/24,52.110073,255,213,2040,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
185.44.17.238/24,68.151.104.83/24,52.142181,432,390,3456,3480,UDP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
201.0.113.19/24,68.151.104.83/24,52.203672,520,478,4160,56009,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
37.201.76.99/24,185.44.17.238/24,52.224765,757,715,6056,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
37.201.76.99/24,102.67.88.14/24,52.276228,874,832,6992,8808,UDP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
201.0.113.19/24,37.201.76.99/24,52.306803,681,639,5448,3480,UDP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
201.0.113.19/24,68.151.104.83/24,52.358198,163,121,1304,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
37.201.76.99/24,201.0.113.19/24,52.38221,232,190,1856,443,TCP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
68.151.104.83/24,102.67.88.14/24,52.420895,486,444,3888,443,TCP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
68.151.104.83/24,185.44.17.238/24,52.444999,1423,1381,11384,8807,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
25.45.123.210/24,102.67.88.14/24,52.514603,1143,1101,9144,55008,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
201.0.113.19/24,37.201.76.99/24,52.548397,562,520,4496,27001,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
102.67.88.14/24,37.201.76.99/24,52.596585,264,222,2112,8802,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
37.201.76.99/24,102.67.88.14/24,52.610386,127,85,1016,443,TCP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
37.201.76.99/24,185.44.17.238/24,52.657614,967,925,7736,63001,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
68.151.104.83/24,185.44.17.238/24,52.692379,918,876,7344,3480,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
185.44.17.238/24,25.45.123.210/24,52.73984,638,596,5104,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
68.151.104.83/24,102.67.88.14/24,52.754685,758,716,6064,25101,UDP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
201.0.113.19/24,68.151.104.83/24,52.811715,709,667,5672,443,TCP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
185.44.17.238/24,68.151.104.83/24,52.836804,383,341,3064,8806,UDP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
37.201.76.99/24,201.0.113.19/24,52.883751,278,236,2224,80,TCP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
102.67.88.14/24,37.201.76.99/24,52.898309,276,234,2208,80,TCP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
25.45.123.210/24,102.67.88.14/24,52.966708,420,378,3360,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
25.45.123.210/24,201.0.113.19/24,52.990706,598,556,4784,80,TCP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
68.151.104.83/24,102.67.88.14/24,53.048708,745,703,5960,443,TCP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
102.67.88.14/24,37.201.76.99/24,53.075448,464,422,3712,143,TCP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
25.45.123.210/24,102.67.88.14/24,53.121213,762,720,6096,3480,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
37.201.76.99/24,102.67.88.14/24,53.137668,354,312,2832,53,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
185.44.17.238/24,68.151.104.83/24,53.183462,1427,1385,11416,25007,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
201.0.113.19/24,37.201.76.99/24,53.200562,965,923,7720,8802,UDP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
25.45.123.210/24,185.44.17.238/24,53.235715,105,63,840,443,TCP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
102.67.88.14/24,37.201.76.99/24,53.261974,217,175,1736,443,TCP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
37.201.76.99/24,102.67.88.14/24,53.309473,487,445,3896,53,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
102.67.88.14/24,25.45.123.210/24,53.319989,318,276,2544,80,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
25.45.123.210/24,185.44.17.238/24,53.344764,442,400,3536,29876,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
25.45.123.210/24,201.0.113.19/24,53.361254,205,163,1640,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
185.44.17.238/24,25.45.123.210/24,53.403066,704,662,5632,3478,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
185.44.17.238/24,68.151.104.83/24,53.416877,521,479,4168,443,TCP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
102.67.88.14/24,37.201.76.99/24,53.464821,771,729,6168,443,TCP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
25.45.123.210/24,185.44.17.238/24,53.501141,129,87,1032,8803,UDP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
68.151.104.83/24,102.67.88.14/24,53.538023,598,556,4784,27005,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
37.201.76.99/24,185.44.17.238/24,53.562758,863,821,6904,27005,UDP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
185.44.17.238/24,25.45.123.210/24,53.609637,124,82,992,29004,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
102.67.88.14/24,68.151.104.83/24,53.63465,947,905,7576,27004,UDP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
25.45.123.210/24,201.0.113.19/24,53.683974,337,295,2696,3481,UDP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
37.201.76.99/24,102.67.88.14/24,53.708567,1049,1007,8392,53875,UDP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
68.151.104.83/24,201.0.113.19/24,53.755757,755,713,6040,3480,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
201.0.113.19/24,25.45.123.210/24,53.781329,213,171,1704,26541,UDP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
102.67.88.14/24,37.201.76.99/24,53.817359,989,947,7912,8801,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
37.201.76.99/24,102.67.88.14/24,53.843318,596,554,4768,443,TCP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
185.44.17.238/24,37.201.76.99/24,53.878485,241,199,1928,27015,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
68.151.104.83/24,102.67.88.14/24,53.894447,1035,993,8280,44881,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
68.151.104.83/24,185.44.17.238/24,53.940272,200,158,1600,53,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
68.151.104.83/24,102.67.88.14/24,53.977077,148,106,1184,8809,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
68.151.104.83/24,185.44.17.238/24,54.012923,901,859,7208,53,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
185.44.17.238/24,68.151.104.83/24,54.040468,837,795,6696,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
37.201.76.99/24,201.0.113.19/24,54.095371,346,304,2768,443,TCP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
185.44.17.238/24,37.201.76.99/24,54.123677,575,533,4600,27006,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
25.45.123.210/24,185.44.17.238/24,54.198416,848,806,6784,29876,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
68.151.104.83/24,185.44.17.238/24,54.2285,663,621,5304,443,TCP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
37.201.76.99/24,201.0.113.19/24,54.290541,316,274,2528,443,TCP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
185.44.17.238/24,68.151.104.83/24,54.321682,1112,1070,8896,53,UDP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
185.44.17.238/24,68.151.104.83/24,54.395773,1016,974,8128,443,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
185.44.17.238/24,68.151.104.83/24,54.426742,1229,1187,9832,20,TCP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
102.67.88.14/24,37.201.76.99/24,54.49954,992,950,7936,29870,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
25.45.123.210/24,201.0.113.19/24,54.530232,544,502,4352,8805,UDP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
201.0.113.19/24,25.45.123.210/24,54.572462,882,840,7056,443,TCP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
185.44.17.238/24,37.201.76.99/24,54.602437,369,327,2952,143,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
68.151.104.83/24,185.44.17.238/24,54.645667,347,305,2776,8801,UDP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
68.151.104.83/24,185.44.17.238/24,54.674414,909,867,7272,8807,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
25.45.123.210/24,201.0.113.19/24,54.728324,239,197,1912,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
185.44.17.238/24,68.151.104.83/24,54.757092,459,417,3672,443,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
185.44.17.238/24,37.201.76.99/24,54.791959,267,225,2136,39001,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
37.201.76.99/24,102.67.88.14/24,54.81895,1097,1055,8776,8808,UDP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
25.45.123.210/24,201.0.113.19/24,54.853526,411,369,3288,20,TCP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
68.151.104.83/24,102.67.88.14/24,54.87084,624,582,4992,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
37.201.76.99/24,185.44.17.238/24,54.905891,176,134,1408,143,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
102.67.88.14/24,25.45.123.210/24,54.922286,877,835,7016,80,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
68.151.104.83/24,185.44.17.238/24,54.95737,571,529,4568,25509,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
68.151.104.83/24,201.0.113.19/24,54.985133,667,625,5336,143,TCP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
102.67.88.14/24,25.45.123.210/24,55.029332,807,765,6456,3481,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
201.0.113.19/24,68.151.104.83/24,55.057895,168,126,1344,3479,UDP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
185.44.17.238/24,37.201.76.99/24,55.090599,760,718,6080,25008,UDP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
25.45.123.210/24,102.67.88.14/24,55.108917,123,81,984,80,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
68.151.104.83/24,102.67.88.14/24,55.15279,598,556,4784,20,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
102.67.88.14/24,37.201.76.99/24,55.181176,479,437,3832,80,TCP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
37.201.76.99/24,201.0.113.19/24,55.22365,1053,1011,8424,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
25.45.123.210/24,102.67.88.14/24,55.225293,1029,987,8232,443,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
201.0.113.19/24,37.201.76.99/24,55.254329,588,546,4704,8809,UDP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
201.0.113.19/24,25.45.123.210/24,55.318556,1234,1192,9872,443,TCP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
102.67.88.14/24,25.45.123.210/24,55.337707,558,516,4464,80,TCP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
102.67.88.14/24,68.151.104.83/24,55.39005,436,394,3488,443,TCP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
25.45.123.210/24,201.0.113.19/24,55.421015,1001,959,8008,80,TCP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
68.151.104.83/24,185.44.17.238/24,55.483832,407,365,3256,26501,UDP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
185.44.17.238/24,68.151.104.83/24,55.515224,1004,962,8032,443,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
37.201.76.99/24,185.44.17.238/24,55.567684,672,630,5376,55481,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
25.45.123.210/24,185.44.17.238/24,55.598421,656,614,5248,3481,UDP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
25.45.123.210/24,185.44.17.238/24,55.660055,467,425,3736,8803,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
201.0.113.19/24,37.201.76.99/24,55.690832,629,587,5032,28009,UDP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
201.0.113.19/24,68.151.104.83/24,55.742491,725,683,5800,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
37.201.76.99/24,185.44.17.238/24,55.783806,436,394,3488,3479,UDP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
